time,sensor,channel,sensor_name,freq,segment_start,time_diff_s
2023-12-01T22:19:09.400000,3dvha,7,Omni Hydrophone,20.7,2023-12-01T22:19:00.000000,
2023-12-01T22:19:19.520000,3dvha,7,Omni Hydrophone,19.87,2023-12-01T22:19:00.000000,10.12
2023-12-01T22:19:29.520000,3dvha,7,Omni Hydrophone,21.34,2023-12-01T22:19:00.000000,10.0
2023-12-01T22:19:39.120000,3dvha,7,Omni Hydrophone,18.85,2023-12-01T22:19:00.000000,9.6
2023-12-01T22:19:48.440000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T22:19:00.000000,9.32
2023-12-01T22:19:58.360000,3dvha,7,Omni Hydrophone,18.55,2023-12-01T22:19:00.000000,9.92
2023-12-01T22:20:07.720000,3dvha,7,Omni Hydrophone,20.31,2023-12-01T22:20:00.000000,9.36
2023-12-01T22:20:16.840000,3dvha,7,Omni Hydrophone,19.68,2023-12-01T22:20:00.000000,9.12
2023-12-01T22:20:26.560000,3dvha,7,Omni Hydrophone,19.87,2023-12-01T22:20:00.000000,9.719999999999999
2023-12-01T22:20:36.240000,3dvha,7,Omni Hydrophone,19.68,2023-12-01T22:20:00.000000,9.68
2023-12-01T22:20:45.760000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:20:00.000000,9.52
2023-12-01T22:20:55.360000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T22:20:00.000000,9.6
2023-12-01T22:21:04.360000,3dvha,7,Omni Hydrophone,22.61,2023-12-01T22:21:00.000000,9.0
2023-12-01T22:21:14.480000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:21:00.000000,10.12
2023-12-01T22:21:23.480000,3dvha,7,Omni Hydrophone,20.12,2023-12-01T22:21:00.000000,9.0
2023-12-01T22:21:33.160000,3dvha,7,Omni Hydrophone,19.38,2023-12-01T22:21:00.000000,9.68
2023-12-01T22:23:57.360000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T22:23:00.000000,
2023-12-01T22:24:07.680000,3dvha,7,Omni Hydrophone,20.7,2023-12-01T22:24:00.000000,10.32
2023-12-01T22:24:17.400000,3dvha,7,Omni Hydrophone,20.12,2023-12-01T22:24:00.000000,9.719999999999999
2023-12-01T22:24:27.080000,3dvha,7,Omni Hydrophone,19.87,2023-12-01T22:24:00.000000,9.68
2023-12-01T22:24:37.680000,3dvha,7,Omni Hydrophone,20.12,2023-12-01T22:24:00.000000,10.6
2023-12-01T22:24:47.760000,3dvha,7,Omni Hydrophone,21.78,2023-12-01T22:24:00.000000,10.08
2023-12-01T22:24:57.320000,3dvha,7,Omni Hydrophone,19.87,2023-12-01T22:24:00.000000,9.559999999999999
2023-12-01T22:25:06.240000,3dvha,7,Omni Hydrophone,24.17,2023-12-01T22:25:00.000000,8.92
2023-12-01T22:25:16.200000,3dvha,7,Omni Hydrophone,23.24,2023-12-01T22:25:00.000000,9.959999999999999
2023-12-01T22:25:26.800000,3dvha,7,Omni Hydrophone,20.12,2023-12-01T22:25:00.000000,10.6
2023-12-01T22:25:36.400000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T22:25:00.000000,9.6
2023-12-01T22:25:46.440000,3dvha,7,Omni Hydrophone,19.68,2023-12-01T22:25:00.000000,10.04
2023-12-01T22:25:56.000000,3dvha,7,Omni Hydrophone,20.31,2023-12-01T22:25:00.000000,9.559999999999999
2023-12-01T22:26:05.080000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:26:00.000000,9.08
2023-12-01T22:26:14.280000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T22:26:00.000000,9.2
2023-12-01T22:26:23.880000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T22:26:00.000000,9.6
2023-12-01T22:26:33.520000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:26:00.000000,9.639999999999999
2023-12-01T22:26:43.560000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T22:26:00.000000,10.04
2023-12-01T22:26:53.440000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T22:26:00.000000,9.879999999999999
2023-12-01T22:27:03.160000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T22:27:00.000000,9.719999999999999
2023-12-01T22:27:13.200000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T22:27:00.000000,10.04
2023-12-01T22:27:22.760000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:27:00.000000,9.559999999999999
2023-12-01T22:27:32.000000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T22:27:00.000000,9.24
2023-12-01T22:27:41.520000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T22:27:00.000000,9.52
2023-12-01T22:27:50.880000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T22:27:00.000000,9.36
2023-12-01T22:28:00.600000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T22:28:00.000000,9.719999999999999
2023-12-01T22:28:09.880000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T22:28:00.000000,9.28
2023-12-01T22:28:19.440000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T22:28:00.000000,9.559999999999999
2023-12-01T22:28:29.360000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T22:28:00.000000,9.92
2023-12-01T22:28:39.120000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T22:28:00.000000,9.76
2023-12-01T22:28:48.640000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T22:28:00.000000,9.52
2023-12-01T22:28:58.280000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T22:28:00.000000,9.639999999999999
2023-12-01T22:29:07.880000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T22:29:00.000000,9.6
2023-12-01T22:29:17.320000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T22:29:00.000000,9.44
2023-12-01T22:29:27.440000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T22:29:00.000000,10.12
2023-12-01T22:29:37.200000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T22:29:00.000000,9.76
2023-12-01T22:29:47.360000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T22:29:00.000000,10.16
2023-12-01T22:29:57.680000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:29:00.000000,10.32
2023-12-01T22:30:06.600000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:30:00.000000,8.92
2023-12-01T22:30:16.440000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:30:00.000000,9.84
2023-12-01T22:30:26.800000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T22:30:00.000000,10.36
2023-12-01T22:32:11.840000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T22:32:00.000000,
2023-12-01T22:32:20.880000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T22:32:00.000000,9.04
2023-12-01T22:32:30.360000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:32:00.000000,9.48
2023-12-01T22:32:40.520000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T22:32:00.000000,10.16
2023-12-01T22:32:49.880000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T22:32:00.000000,9.36
2023-12-01T22:32:59.440000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T22:32:00.000000,9.559999999999999
2023-12-01T22:33:08.800000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T22:33:00.000000,9.36
2023-12-01T22:33:18.200000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T22:33:00.000000,9.4
2023-12-01T22:33:27.600000,3dvha,7,Omni Hydrophone,24.37,2023-12-01T22:33:00.000000,9.4
2023-12-01T22:33:36.840000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T22:33:00.000000,9.24
2023-12-01T22:33:46.520000,3dvha,7,Omni Hydrophone,23.97,2023-12-01T22:33:00.000000,9.68
2023-12-01T22:33:56.000000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:33:00.000000,9.48
2023-12-01T22:34:05.640000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T22:34:00.000000,9.639999999999999
2023-12-01T22:34:15.160000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T22:34:00.000000,9.52
2023-12-01T22:34:25.320000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:34:00.000000,10.16
2023-12-01T22:34:34.760000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T22:34:00.000000,9.44
2023-12-01T22:34:44.360000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T22:34:00.000000,9.6
2023-12-01T22:34:54.080000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T22:34:00.000000,9.719999999999999
2023-12-01T22:35:03.360000,3dvha,7,Omni Hydrophone,23.97,2023-12-01T22:35:00.000000,9.28
2023-12-01T22:35:13.080000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T22:35:00.000000,9.719999999999999
2023-12-01T22:35:22.680000,3dvha,7,Omni Hydrophone,22.9,2023-12-01T22:35:00.000000,9.6
2023-12-01T22:35:31.960000,3dvha,7,Omni Hydrophone,24.56,2023-12-01T22:35:00.000000,9.28
2023-12-01T22:35:41.360000,3dvha,7,Omni Hydrophone,23.97,2023-12-01T22:35:00.000000,9.4
2023-12-01T22:35:50.760000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T22:35:00.000000,9.4
2023-12-01T22:36:00.080000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T22:35:00.000000,9.32
2023-12-01T22:36:09.680000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:36:00.000000,9.6
2023-12-01T22:36:18.880000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T22:36:00.000000,9.2
2023-12-01T22:36:28.440000,3dvha,7,Omni Hydrophone,22.51,2023-12-01T22:36:00.000000,9.559999999999999
2023-12-01T22:36:37.840000,3dvha,7,Omni Hydrophone,22.9,2023-12-01T22:36:00.000000,9.4
2023-12-01T22:36:47.360000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T22:36:00.000000,9.52
2023-12-01T22:36:56.720000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T22:36:00.000000,9.36
2023-12-01T22:37:07.080000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T22:37:00.000000,10.36
2023-12-01T22:37:16.320000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T22:37:00.000000,9.24
2023-12-01T22:37:26.200000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T22:37:00.000000,9.879999999999999
2023-12-01T22:37:36.120000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T22:37:00.000000,9.92
2023-12-01T22:37:46.360000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T22:37:00.000000,10.24
2023-12-01T22:37:57.000000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:37:00.000000,10.639999999999999
2023-12-01T22:38:06.480000,3dvha,7,Omni Hydrophone,23.97,2023-12-01T22:38:00.000000,9.48
2023-12-01T22:38:15.760000,3dvha,7,Omni Hydrophone,23.97,2023-12-01T22:38:00.000000,9.28
2023-12-01T22:38:25.320000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T22:38:00.000000,9.559999999999999
2023-12-01T22:38:34.760000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T22:38:00.000000,9.44
2023-12-01T22:38:44.120000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T22:38:00.000000,9.36
2023-12-01T22:38:54.360000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T22:38:00.000000,10.24
2023-12-01T22:39:05.120000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:39:00.000000,10.76
2023-12-01T22:39:14.480000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T22:39:00.000000,9.36
2023-12-01T22:39:23.880000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T22:39:00.000000,9.4
2023-12-01T22:39:33.000000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T22:39:00.000000,9.12
2023-12-01T22:39:42.320000,3dvha,7,Omni Hydrophone,24.37,2023-12-01T22:39:00.000000,9.32
2023-12-01T22:39:51.640000,3dvha,7,Omni Hydrophone,24.56,2023-12-01T22:39:00.000000,9.32
2023-12-01T22:40:01.000000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T22:40:00.000000,9.36
2023-12-01T22:40:11.200000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:40:00.000000,10.2
2023-12-01T22:40:20.760000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:40:00.000000,9.559999999999999
2023-12-01T22:40:31.360000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:40:00.000000,10.6
2023-12-01T22:42:46.520000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:42:00.000000,
2023-12-01T22:42:55.800000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T22:42:00.000000,9.28
2023-12-01T22:43:05.240000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T22:43:00.000000,9.44
2023-12-01T22:43:14.920000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T22:43:00.000000,9.68
2023-12-01T22:43:24.520000,3dvha,7,Omni Hydrophone,22.9,2023-12-01T22:43:00.000000,9.6
2023-12-01T22:43:34.280000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T22:43:00.000000,9.76
2023-12-01T22:43:43.840000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T22:43:00.000000,9.559999999999999
2023-12-01T22:43:52.960000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T22:43:00.000000,9.12
2023-12-01T22:44:02.360000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T22:44:00.000000,9.4
2023-12-01T22:44:12.000000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T22:44:00.000000,9.639999999999999
2023-12-01T22:44:21.640000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T22:44:00.000000,9.639999999999999
2023-12-01T22:44:31.000000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T22:44:00.000000,9.36
2023-12-01T22:44:40.800000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T22:44:00.000000,9.799999999999999
2023-12-01T22:44:50.240000,3dvha,7,Omni Hydrophone,24.37,2023-12-01T22:44:00.000000,9.44
2023-12-01T22:44:59.800000,3dvha,7,Omni Hydrophone,25.0,2023-12-01T22:44:00.000000,9.559999999999999
2023-12-01T21:00:02.809856,vla1,3,Channel 4,21.02,2023-12-01T21:00:00.000000,
2023-12-01T21:00:12.604211,vla1,3,Channel 4,19.8,2023-12-01T21:00:00.000000,9.794355
2023-12-01T21:00:21.836595,vla1,3,Channel 4,20.0,2023-12-01T21:00:00.000000,9.232384
2023-12-01T21:00:31.671091,vla1,3,Channel 4,20.44,2023-12-01T21:00:00.000000,9.834496
2023-12-01T21:00:41.104179,vla1,3,Channel 4,20.19,2023-12-01T21:00:00.000000,9.433088
2023-12-01T21:00:50.456985,vla1,3,Channel 4,22.72,2023-12-01T21:00:00.000000,9.352806
2023-12-01T21:01:00.722534,vla1,3,Channel 4,20.44,2023-12-01T21:01:00.000000,10.265549
2023-12-01T21:01:10.115481,vla1,3,Channel 4,21.65,2023-12-01T21:01:00.000000,9.392947
2023-12-01T21:01:19.548569,vla1,3,Channel 4,21.46,2023-12-01T21:01:00.000000,9.433088
2023-12-01T21:01:29.342924,vla1,3,Channel 4,19.8,2023-12-01T21:01:00.000000,9.794355
2023-12-01T21:01:39.940096,vla1,3,Channel 4,20.19,2023-12-01T21:01:00.000000,10.597171999999999
2023-12-01T21:01:49.614028,vla1,3,Channel 4,20.0,2023-12-01T21:01:00.000000,9.673931999999999
2023-12-01T21:01:58.966835,vla1,3,Channel 4,21.02,2023-12-01T21:01:00.000000,9.352807
2023-12-01T21:02:08.710553,vla1,3,Channel 4,21.9,2023-12-01T21:02:00.000000,9.743718
2023-12-01T21:02:18.304204,vla1,3,Channel 4,22.72,2023-12-01T21:02:00.000000,9.593651
2023-12-01T21:02:27.817574,vla1,3,Channel 4,23.36,2023-12-01T21:02:00.000000,9.51337
2023-12-01T21:02:38.575308,vla1,3,Channel 4,19.8,2023-12-01T21:02:00.000000,10.757734
2023-12-01T21:02:48.409804,vla1,3,Channel 4,20.0,2023-12-01T21:02:00.000000,9.834496
2023-12-01T21:02:58.445004,vla1,3,Channel 4,19.56,2023-12-01T21:02:00.000000,10.0352
2023-12-01T21:03:07.466188,vla1,3,Channel 4,21.02,2023-12-01T21:03:00.000000,9.021184
2023-12-01T21:03:17.099980,vla1,3,Channel 4,22.28,2023-12-01T21:03:00.000000,9.633792
2023-12-01T21:03:26.372505,vla1,3,Channel 4,22.48,2023-12-01T21:03:00.000000,9.272525
2023-12-01T21:03:35.765452,vla1,3,Channel 4,21.46,2023-12-01T21:03:00.000000,9.392947
2023-12-01T21:03:45.439385,vla1,3,Channel 4,20.19,2023-12-01T21:03:00.000000,9.673933
2023-12-01T21:03:56.277401,vla1,3,Channel 4,20.0,2023-12-01T21:03:00.000000,10.838016
2023-12-01T21:04:05.780275,vla1,3,Channel 4,21.26,2023-12-01T21:04:00.000000,9.502874
2023-12-01T21:04:15.373926,vla1,3,Channel 4,21.46,2023-12-01T21:04:00.000000,9.593651
2023-12-01T21:04:24.927436,vla1,3,Channel 4,20.19,2023-12-01T21:04:00.000000,9.55351
2023-12-01T21:04:35.524608,vla1,3,Channel 4,18.98,2023-12-01T21:04:00.000000,10.597171999999999
2023-12-01T21:05:27.576729,vla1,3,Channel 4,19.56,2023-12-01T21:05:00.000000,
2023-12-01T21:05:37.210521,vla1,3,Channel 4,19.8,2023-12-01T21:05:00.000000,9.633792
2023-12-01T21:05:46.683750,vla1,3,Channel 4,20.19,2023-12-01T21:05:00.000000,9.473229
2023-12-01T21:05:56.799232,vla1,3,Channel 4,19.56,2023-12-01T21:05:00.000000,10.115482
2023-12-01T21:06:07.175168,vla1,3,Channel 3,21.26,2023-12-01T21:06:00.000000,10.375936
2023-12-01T21:06:16.829030,vla1,3,Channel 3,22.48,2023-12-01T21:06:00.000000,9.653862
2023-12-01T21:06:26.482892,vla1,3,Channel 3,23.36,2023-12-01T21:06:00.000000,9.653862
2023-12-01T21:06:37.049958,vla1,3,Channel 3,20.83,2023-12-01T21:06:00.000000,10.567065999999999
2023-12-01T21:06:46.247219,vla1,3,Channel 3,21.26,2023-12-01T21:06:00.000000,9.197261
2023-12-01T21:06:55.640166,vla1,3,Channel 3,20.63,2023-12-01T21:06:00.000000,9.392947
2023-12-01T21:07:31.048908,vla1,3,Channel 3,19.8,2023-12-01T21:07:00.000000,
2023-12-01T21:07:40.507084,vla1,3,Channel 3,19.8,2023-12-01T21:07:00.000000,9.458176
2023-12-01T21:07:49.704345,vla1,3,Channel 3,20.44,2023-12-01T21:07:00.000000,9.197261
2023-12-01T21:07:59.749580,vla1,3,Channel 3,19.8,2023-12-01T21:07:00.000000,10.045235
2023-12-01T21:08:08.871116,vla1,3,Channel 3,20.83,2023-12-01T21:08:00.000000,9.121535999999999
2023-12-01T21:08:18.133606,vla1,3,Channel 3,19.8,2023-12-01T21:08:00.000000,9.26249
2023-12-01T21:08:29.222502,vla1,3,Channel 3,18.98,2023-12-01T21:08:00.000000,11.088896
2023-12-01T21:08:39.528652,vla1,3,Channel 3,20.0,2023-12-01T21:08:00.000000,10.306149999999999
2023-12-01T21:08:48.986828,vla1,3,Channel 3,19.8,2023-12-01T21:08:00.000000,9.458176
2023-12-01T21:08:58.901606,vla1,3,Channel 3,19.56,2023-12-01T21:08:00.000000,9.914778
2023-12-01T21:09:08.088371,vla1,3,Channel 3,20.63,2023-12-01T21:09:00.000000,9.186765
2023-12-01T21:09:18.851123,vla1,3,Channel 3,20.19,2023-12-01T21:09:00.000000,10.762751999999999
2023-12-01T21:09:28.504985,vla1,3,Channel 3,20.19,2023-12-01T21:09:00.000000,9.653862
2023-12-01T21:09:37.637017,vla1,3,Channel 3,20.0,2023-12-01T21:09:00.000000,9.132031999999999
2023-12-01T21:09:47.225651,vla1,3,Channel 3,21.02,2023-12-01T21:09:00.000000,9.588633999999999
2023-12-01T21:09:57.727488,vla1,3,Channel 3,20.44,2023-12-01T21:09:00.000000,10.501837
2023-12-01T21:10:07.044710,vla1,3,Channel 3,19.56,2023-12-01T21:10:00.000000,9.317222
2023-12-01T21:10:16.894259,vla1,3,Channel 3,20.19,2023-12-01T21:10:00.000000,9.849549
2023-12-01T21:10:27.004723,vla1,3,Channel 3,19.56,2023-12-01T21:10:00.000000,10.110464
2023-12-01T21:11:52.313497,vla1,3,Channel 3,19.37,2023-12-01T21:11:00.000000,
2023-12-01T21:12:01.630720,vla1,3,Channel 3,20.19,2023-12-01T21:12:00.000000,9.317223
2023-12-01T21:12:11.088896,vla1,3,Channel 3,20.19,2023-12-01T21:12:00.000000,9.458176
2023-12-01T21:12:21.916876,vla1,3,Channel 3,20.83,2023-12-01T21:12:00.000000,10.82798
2023-12-01T21:12:31.114137,vla1,3,Channel 3,21.65,2023-12-01T21:12:00.000000,9.197261
2023-12-01T21:12:40.637542,vla1,3,Channel 3,21.65,2023-12-01T21:12:00.000000,9.523405
2023-12-01T21:12:50.487091,vla1,3,Channel 3,20.0,2023-12-01T21:12:00.000000,9.849549
2023-12-01T21:13:00.065228,vla1,3,Channel 3,20.83,2023-12-01T21:13:00.000000,9.578137
2023-12-01T21:13:09.458176,vla1,3,Channel 3,22.92,2023-12-01T21:13:00.000000,9.392947999999999
2023-12-01T21:13:19.633868,vla1,3,Channel 3,20.19,2023-12-01T21:13:00.000000,10.175692
2023-12-01T21:13:29.287731,vla1,3,Channel 3,20.63,2023-12-01T21:13:00.000000,9.653863
2023-12-01T21:13:38.158848,vla1,3,Channel 3,23.55,2023-12-01T21:13:00.000000,8.871117
2023-12-01T21:13:47.617024,vla1,3,Channel 3,23.11,2023-12-01T21:13:00.000000,9.458176
2023-12-01T21:13:56.749056,vla1,3,Channel 3,23.55,2023-12-01T21:13:00.000000,9.132031999999999
2023-12-01T21:14:06.914252,vla1,3,Channel 3,20.0,2023-12-01T21:14:00.000000,10.165196
2023-12-01T21:14:17.481318,vla1,3,Channel 3,21.26,2023-12-01T21:14:00.000000,10.567065999999999
2023-12-01T21:14:26.874265,vla1,3,Channel 3,22.48,2023-12-01T21:14:00.000000,9.392947
2023-12-01T21:14:36.854272,vla1,3,Channel 3,21.26,2023-12-01T21:14:00.000000,9.980006999999999
2023-12-01T21:14:45.725388,vla1,3,Channel 3,23.36,2023-12-01T21:14:00.000000,8.871115999999999
2023-12-01T21:14:55.509708,vla1,3,Channel 3,20.83,2023-12-01T21:14:00.000000,9.78432
2023-12-01T21:15:04.957388,vla1,3,Channel 3,19.8,2023-12-01T21:15:00.000000,9.44768
2023-12-01T21:15:14.219878,vla1,3,Channel 3,23.36,2023-12-01T21:15:00.000000,9.26249
2023-12-01T21:15:24.330342,vla1,3,Channel 3,20.63,2023-12-01T21:15:00.000000,10.110464
2023-12-01T21:15:33.984204,vla1,3,Channel 3,19.8,2023-12-01T21:15:00.000000,9.653862
2023-12-01T21:15:42.985779,vla1,3,Channel 3,20.19,2023-12-01T21:15:00.000000,9.001574999999999
2023-12-01T21:15:52.117811,vla1,3,Channel 3,23.11,2023-12-01T21:15:00.000000,9.132031999999999
2023-12-01T21:16:01.630720,vla1,3,Channel 3,22.09,2023-12-01T21:16:00.000000,9.512908999999999
2023-12-01T21:16:11.088896,vla1,3,Channel 3,20.44,2023-12-01T21:16:00.000000,9.458176
2023-12-01T21:16:20.612300,vla1,3,Channel 3,21.02,2023-12-01T21:16:00.000000,9.523404
2023-12-01T21:16:30.983680,vla1,3,Channel 3,21.26,2023-12-01T21:16:00.000000,10.37138
2023-12-01T21:16:39.985254,vla1,3,Channel 3,23.11,2023-12-01T21:16:00.000000,9.001574
2023-12-01T21:16:49.639116,vla1,3,Channel 3,22.28,2023-12-01T21:16:00.000000,9.653862
2023-12-01T21:16:59.097292,vla1,3,Channel 3,20.19,2023-12-01T21:16:00.000000,9.458176
2023-12-01T21:17:08.088371,vla1,3,Channel 3,20.19,2023-12-01T21:17:00.000000,8.991079
2023-12-01T21:17:17.285632,vla1,3,Channel 3,20.63,2023-12-01T21:17:00.000000,9.197261
2023-12-01T21:17:26.809036,vla1,3,Channel 3,20.44,2023-12-01T21:17:00.000000,9.523404
2023-12-01T21:17:37.376102,vla1,3,Channel 3,19.8,2023-12-01T21:17:00.000000,10.567065999999999
2023-12-01T21:17:48.138854,vla1,3,Channel 3,20.0,2023-12-01T21:17:00.000000,10.762751999999999
2023-12-01T21:17:57.923174,vla1,3,Channel 3,22.09,2023-12-01T21:17:00.000000,9.78432
2023-12-01T21:18:07.566540,vla1,3,Channel 3,22.48,2023-12-01T21:18:00.000000,9.643366
2023-12-01T21:18:17.089945,vla1,3,Channel 3,20.0,2023-12-01T21:18:00.000000,9.523405
2023-12-01T21:18:26.482892,vla1,3,Channel 3,19.17,2023-12-01T21:18:00.000000,9.392947
2023-12-01T21:18:37.115187,vla1,3,Channel 3,19.37,2023-12-01T21:18:00.000000,10.632295
2023-12-01T21:20:06.718566,vla1,3,Channel 3,20.0,2023-12-01T21:20:00.000000,
2023-12-01T21:20:17.416089,vla1,3,Channel 3,19.37,2023-12-01T21:20:00.000000,10.697523
2023-12-01T21:20:27.200409,vla1,3,Channel 3,20.19,2023-12-01T21:20:00.000000,9.78432
2023-12-01T21:20:36.332441,vla1,3,Channel 3,21.02,2023-12-01T21:20:00.000000,9.132031999999999
2023-12-01T21:20:45.529702,vla1,3,Channel 3,20.44,2023-12-01T21:20:00.000000,9.197261
2023-12-01T21:20:55.118336,vla1,3,Channel 3,20.83,2023-12-01T21:20:00.000000,9.588633999999999
2023-12-01T21:21:04.435558,vla1,3,Channel 3,22.09,2023-12-01T21:21:00.000000,9.317222
2023-12-01T21:21:14.024192,vla1,3,Channel 3,22.72,2023-12-01T21:21:00.000000,9.588633999999999
2023-12-01T21:21:24.199884,vla1,3,Channel 3,20.63,2023-12-01T21:21:00.000000,10.175692
2023-12-01T21:21:33.005772,vla1,3,Channel 3,19.8,2023-12-01T21:21:00.000000,8.805888
2023-12-01T21:21:42.594406,vla1,3,Channel 3,20.44,2023-12-01T21:21:00.000000,9.588633999999999
2023-12-01T21:21:51.856896,vla1,3,Channel 3,23.74,2023-12-01T21:21:00.000000,9.26249
2023-12-01T21:22:01.826406,vla1,3,Channel 3,20.63,2023-12-01T21:22:00.000000,9.96951
2023-12-01T21:22:11.610726,vla1,3,Channel 3,20.44,2023-12-01T21:22:00.000000,9.78432
2023-12-01T21:22:20.938444,vla1,3,Channel 3,19.8,2023-12-01T21:22:00.000000,9.327717999999999
2023-12-01T21:22:30.396620,vla1,3,Channel 3,20.63,2023-12-01T21:22:00.000000,9.458176
2023-12-01T21:22:39.528652,vla1,3,Channel 3,23.36,2023-12-01T21:22:00.000000,9.132031999999999
2023-12-01T21:22:49.312972,vla1,3,Channel 3,20.63,2023-12-01T21:22:00.000000,9.78432
2023-12-01T21:22:58.836377,vla1,3,Channel 3,20.0,2023-12-01T21:22:00.000000,9.523405
2023-12-01T21:23:07.957913,vla1,3,Channel 3,19.8,2023-12-01T21:23:00.000000,9.121535999999999
2023-12-01T21:23:17.481318,vla1,3,Channel 3,20.44,2023-12-01T21:23:00.000000,9.523405
2023-12-01T21:23:26.613350,vla1,3,Channel 3,21.46,2023-12-01T21:23:00.000000,9.132031999999999
2023-12-01T21:23:35.745382,vla1,3,Channel 3,23.36,2023-12-01T21:23:00.000000,9.132031999999999
2023-12-01T21:23:46.116761,vla1,3,Channel 3,20.83,2023-12-01T21:23:00.000000,10.371379
2023-12-01T21:23:56.553369,vla1,3,Channel 3,21.46,2023-12-01T21:23:00.000000,10.436608
